LoanID,CustomerID,LoanType, LoanAmount ,InterestRate,LoanStartDate,LoanEndDate,,
459,2264,Car," 395,004.00 ",11.76,07/07/2021,05/06/2027,,
1969,2264,Car," 31,454.00 ",5.95,22/06/2023,27/05/2027,,
1271,2265,Home," 158,149.00 ",8.4,06/07/2022,10/03/2028,,
135,2269,Personal," 262,768.00 ",6.08,07/07/2021,19/07/2025,,
1176,2272,Home," 169,477.00 ",9.98,15/04/2024,19/12/2026,,
980,2275,Personal," 241,371.00 ",3.08,31/03/2024,20/11/2028,,
1277,2276,Personal," 433,765.00 ",8.12,10/03/2024,14/11/2028,,
1328,2276,Education," 388,329.00 ",10.02,04/07/2021,06/12/2028,,
1662,2277,Home," 495,311.00 ",8.03,23/10/2023,31/01/2028,,
2200,2278,Education," 103,098.00 ",7.63,19/08/2021,12/01/2026,,
747,2279,Home," 421,849.00 ",11.07,03/05/2021,03/04/2028,,
1621,2280,Education," 22,839.00 ",2.51,02/12/2021,27/04/2026,,
2127,2285,Home," 230,887.00 ",9.66,25/03/2021,09/06/2027,,
781,2285,Car," 3,594.00 ",11.86,26/04/2022,30/04/2028,,
993,2286,Home," 197,893.00 ",5.61,10/01/2021,27/02/2026,,
35,2288,Car," 112,429.00 ",2.84,28/10/2022,03/11/2027,,
1354,2291,Car," 448,872.00 ",8.92,11/11/2022,12/05/2028,,
285,2294,Home," 99,534.00 ",8.94,21/12/2023,07/10/2028,,
2363,2295,Home," 114,344.00 ",2.54,06/11/2020,20/07/2028,,
221,2300,Education," 289,387.00 ",2.66,29/12/2023,07/08/2027,,
292,2300,Home," 76,769.00 ",8.65,15/11/2023,03/09/2025,,
1191,2301,Personal," 399,197.00 ",4.73,23/06/2023,24/01/2026,,
1256,2302,Car," 483,780.00 ",8.01,28/04/2022,27/03/2027,,
1390,2306,Car," 152,791.00 ",7.17,16/09/2023,27/11/2026,,
1957,2307,Education," 499,014.00 ",8.41,07/08/2021,04/07/2027,,
1164,2308,Home," 297,342.00 ",6.72,08/12/2022,28/12/2029,,
1629,2312,Home," 268,624.00 ",9.77,10/04/2021,07/09/2028,,
250,2313,Home," 285,696.00 ",4.45,15/04/2021,20/06/2025,,
2392,2314,Car," 212,413.00 ",4.91,13/05/2023,31/07/2029,,
2274,2318,Car," 267,931.00 ",11.74,28/09/2023,30/07/2029,,
236,2320,Education," 128,770.00 ",10.53,12/10/2020,18/12/2028,,
295,2324,Personal," 229,367.00 ",6.55,09/06/2023,16/11/2025,,
1114,2324,Home," 215,194.00 ",4.18,15/10/2022,13/06/2025,,
1575,2328,Car," 311,367.00 ",3.62,17/03/2023,19/08/2025,,
1083,2334,Personal," 100,336.00 ",4.2,21/09/2021,06/06/2025,,
2224,2335,Home," 197,446.00 ",6.77,07/04/2022,15/12/2025,,
2330,2339,Home," 296,945.00 ",9.58,17/12/2023,11/11/2026,,
518,2339,Car," 104,779.00 ",8.31,23/04/2024,22/10/2029,,
1538,2342,Car," 86,156.00 ",7.52,15/04/2023,02/04/2028,,
1980,2346,Car," 407,052.00 ",4.74,16/10/2022,04/06/2025,,
1310,2352,Home," 225,239.00 ",9.83,12/10/2023,04/01/2027,,
1204,2353,Personal," 69,661.00 ",11.93,17/10/2023,10/06/2025,,
1472,2354,Education," 183,909.00 ",5.77,02/09/2023,16/10/2025,,
2236,2354,Education," 2,121.00 ",9.31,07/06/2022,25/05/2025,,
1867,2357,Education," 284,216.00 ",4.98,16/07/2020,28/06/2025,,
1584,2358,Education," 112,428.00 ",10.02,12/04/2021,20/12/2029,,
1532,2359,Education," 463,914.00 ",5.75,18/12/2022,21/08/2028,,
2047,2359,Education," 116,149.00 ",9.71,07/04/2021,02/08/2027,,
1822,2361,Home," 285,887.00 ",9.64,03/08/2021,16/07/2025,,
1005,2364,Personal," 289,759.00 ",5.87,15/08/2021,16/10/2029,,
559,2369,Car," 401,123.00 ",10.4,30/11/2022,13/05/2028,,
1057,2370,Home," 198,630.00 ",8.21,08/01/2021,30/03/2026,,
2377,2372,Home," 40,059.00 ",2.92,02/11/2022,19/04/2028,,
1391,2375,Education," 317,427.00 ",11.72,24/03/2021,15/08/2025,,
179,2376,Education," 307,511.00 ",11.49,18/09/2020,18/08/2029,,
2272,2376,Education," 22,801.00 ",7.19,04/09/2022,08/06/2029,,
82,2379,Home," 449,282.00 ",12.09,23/01/2021,09/03/2026,,
1249,2380,Education," 272,864.00 ",4.61,13/06/2021,03/06/2026,,
829,2383,Car," 327,012.00 ",3.44,13/01/2021,11/11/2028,,
1034,2385,Home," 272,146.00 ",12.38,07/02/2021,03/10/2025,,
2481,2388,Personal," 334,461.00 ",12.08,06/08/2022,05/06/2028,,
1772,2393,Education," 194,194.00 ",3.64,03/12/2020,28/10/2028,,
461,2395,Car," 282,069.00 ",5.84,22/07/2022,15/03/2026,,
908,2396,Education," 216,505.00 ",10.18,30/10/2023,31/05/2029,,
1417,2397,Education," 255,999.00 ",4.22,18/03/2021,28/10/2027,,
665,2398,Home," 75,242.00 ",3.16,27/07/2022,29/07/2025,,
252,2402,Education," 254,243.00 ",7.39,26/11/2020,17/03/2028,,
1200,2405,Personal," 467,644.00 ",3.07,18/08/2023,27/10/2029,,
528,2409,Education," 209,994.00 ",3.03,05/08/2023,06/11/2028,,
2484,2410,Home," 155,164.00 ",8.14,04/09/2022,05/03/2027,,
1411,2412,Education," 295,507.00 ",7.22,31/05/2023,04/03/2028,,
2485,2412,Education," 45,505.00 ",8.97,22/06/2021,17/04/2030,,
1215,2414,Car," 306,892.00 ",8.58,16/03/2022,13/11/2026,,
516,2415,Car," 301,268.00 ",10.58,29/11/2023,17/11/2029,,
978,2415,Education," 124,010.00 ",9.34,18/03/2023,29/07/2026,,
2006,2416,Car," 224,473.00 ",7.63,25/02/2021,26/07/2027,,
482,2418,Personal," 294,474.00 ",5.36,13/10/2021,14/02/2028,,
2248,2419,Home," 172,510.00 ",9.81,07/02/2021,03/05/2026,,
2214,2420,Car," 441,233.00 ",6.33,17/08/2023,23/03/2029,,
1153,2420,Home," 197,800.00 ",8.13,16/01/2021,13/04/2028,,
1351,2421,Education," 410,231.00 ",4.23,12/02/2023,23/07/2027,,
242,2425,Personal," 191,147.00 ",2.58,19/06/2021,05/04/2027,,
1126,2426,Car," 269,786.00 ",12.01,12/06/2023,18/03/2026,,
1223,2427,Car," 496,189.00 ",5.68,07/05/2021,03/11/2029,,
1136,2427,Car," 453,039.00 ",7.52,19/01/2022,08/02/2026,,
1102,2430,Personal," 487,383.00 ",10.91,04/01/2022,11/09/2028,,
778,2431,Education," 432,436.00 ",10.75,26/04/2024,20/03/2030,,
65,2432,Education," 256,303.00 ",6.41,09/01/2024,04/02/2028,,
2110,2433,Car," 82,443.00 ",4.28,11/07/2023,26/02/2029,,
326,2438,Education," 361,101.00 ",7.38,29/10/2021,22/11/2029,,
2125,2441,Car," 482,473.00 ",8.72,26/09/2020,27/05/2029,,
962,2446,Education," 172,221.00 ",10.56,30/04/2024,28/10/2029,,
1830,2447,Personal," 71,772.00 ",5.78,05/09/2023,13/03/2028,,
154,2456,Home," 13,753.00 ",4.74,01/08/2021,18/07/2029,,
1152,2457,Car," 262,558.00 ",5.31,09/09/2020,25/03/2030,,
1333,2459,Personal," 55,376.00 ",5.83,06/02/2024,30/03/2028,,
486,2460,Education," 478,461.00 ",11.77,18/09/2021,23/06/2029,,
1716,2460,Education," 357,698.00 ",8.1,02/04/2021,10/10/2026,,
678,2462,Education," 1,423.00 ",5.02,24/02/2023,25/05/2026,,
416,2463,Car," 221,369.00 ",9.76,17/12/2023,21/02/2030,,
1357,2470,Car," 149,726.00 ",10.93,15/02/2021,04/05/2027,,
1208,2472,Home," 235,570.00 ",9.94,23/03/2021,31/07/2026,,
520,2474,Car," 400,952.00 ",7.45,06/03/2024,26/09/2029,,
2178,2475,Car," 126,307.00 ",6.65,14/05/2022,30/04/2030,,
1355,2483,Education," 142,330.00 ",10.88,06/03/2024,02/02/2027,,
1516,2484,Personal," 278,635.00 ",11.92,27/11/2023,13/11/2026,,
2304,2484,Home," 174,382.00 ",6.19,04/10/2021,10/10/2029,,
503,2485,Education," 1,914.00 ",9.64,15/07/2022,12/11/2026,,
640,2488,Home," 216,338.00 ",9.07,01/07/2023,29/07/2029,,
749,2489,Education," 385,797.00 ",5.42,19/11/2021,15/08/2027,,
1684,2492,Education," 222,401.00 ",10.96,28/11/2020,05/05/2030,,
2397,2493,Car," 369,498.00 ",11.24,25/12/2021,11/07/2026,,
422,2494,Car," 49,347.00 ",11.1,08/10/2023,07/06/2029,,
1248,2497,Car," 64,995.00 ",4.97,22/04/2022,18/01/2028,,
1762,2497,Home," 4,025.00 ",11.51,04/11/2022,04/10/2026,,
1702,2498,Education," 7,328.00 ",7.38,31/05/2021,15/02/2029,,
1273,2500,Education," 427,519.00 ",10.81,06/03/2021,07/07/2025,,
1818,2504,Home," 324,408.00 ",3.29,16/05/2021,16/08/2027,,
2447,2509,Car," 22,045.00 ",11.89,23/08/2023,04/03/2027,,
963,2511,Car," 219,797.00 ",9.97,10/06/2022,28/05/2028,,
1994,2512,Home," 442,915.00 ",9.48,02/06/2022,14/10/2028,,
1713,2512,Education," 349,005.00 ",4.32,24/04/2022,01/12/2027,,
2296,2514,Personal," 498,076.00 ",2.89,05/07/2021,08/06/2025,,
920,2517,Home," 78,354.00 ",7.1,15/02/2022,13/01/2030,,
1324,2518,Education," 347,614.00 ",2.86,27/03/2023,19/04/2030,,
2468,2522,Education," 31,902.00 ",6.76,03/11/2021,27/07/2029,,
2378,2523,Home," 56,545.00 ",11.56,02/11/2020,04/03/2030,,
1834,2525,Home," 431,940.00 ",7.91,22/07/2023,22/11/2025,,
1681,2528,Education," 24,295.00 ",3.86,13/09/2020,19/07/2025,,
1647,2530,Education," 254,094.00 ",11.57,28/02/2023,20/09/2026,,
1255,2531,Personal," 22,855.00 ",9.96,15/01/2022,29/05/2025,,
2333,2535,Car," 436,506.00 ",9.52,27/02/2024,21/09/2028,,
732,2537,Personal," 179,665.00 ",8.37,14/05/2022,16/04/2028,,
120,2541,Education," 334,369.00 ",3.06,02/10/2020,12/06/2028,,
230,2544,Personal," 107,634.00 ",7.75,13/07/2023,14/09/2027,,
2191,2547,Home," 212,800.00 ",10.42,26/03/2021,01/05/2029,,
2116,2548,Home," 57,722.00 ",7.04,10/03/2023,21/11/2028,,
494,2549,Car," 324,350.00 ",8.17,20/04/2023,10/09/2027,,
1233,2552,Education," 486,201.00 ",11.04,30/09/2022,05/05/2028,,
412,2553,Education," 426,166.00 ",9.1,04/02/2024,10/12/2029,,
1660,2556,Education," 156,888.00 ",12.3,03/11/2020,09/04/2027,,
2185,2557,Car," 453,737.00 ",10.02,23/09/2021,05/08/2025,,
478,2557,Personal," 249,495.00 ",2.98,21/10/2023,19/11/2027,,
1749,2557,Personal," 192,576.00 ",10.52,18/08/2020,21/07/2029,,
2146,2560,Home," 468,482.00 ",8.18,15/02/2022,10/07/2025,,
666,2561,Education," 191,614.00 ",9.36,29/03/2024,09/03/2027,,
1977,2562,Education," 472,237.00 ",2.54,27/05/2021,11/05/2029,,
830,2562,Home," 148,506.00 ",11.55,16/10/2022,11/08/2027,,
2425,2564,Home," 96,142.00 ",9.9,27/09/2023,09/09/2027,,
105,2565,Home," 363,930.00 ",5.2,06/02/2022,13/03/2030,,
391,2565,Home," 323,084.00 ",9.98,24/03/2024,08/11/2029,,
1457,2566,Car," 51,853.00 ",12.17,26/03/2022,10/10/2028,,
174,2570,Car," 313,554.00 ",8.46,27/06/2023,19/10/2025,,
936,2571,Home," 185,048.00 ",11.15,26/06/2023,18/02/2029,,
898,2571,Car," 164,608.00 ",10.66,22/04/2021,26/12/2028,,
1731,2577,Personal," 315,425.00 ",7.4,16/08/2020,23/04/2026,,
1120,2577,Education," 33,669.00 ",5.48,05/11/2021,13/03/2027,,
886,2579,Home," 269,575.00 ",3.45,30/04/2022,05/11/2027,,
813,2583,Car," 415,448.00 ",5.11,30/06/2023,11/09/2027,,
2347,2583,Car," 28,003.00 ",9.73,19/12/2020,18/02/2026,,
2077,2584,Car," 86,168.00 ",5.27,11/10/2020,24/08/2026,,
939,2585,Car," 125,035.00 ",4.61,30/09/2022,30/09/2026,,
1997,2587,Home," 248,131.00 ",3.59,19/04/2024,19/06/2028,,
2140,2589,Car," 205,135.00 ",9.43,15/01/2023,26/03/2028,,
2060,2590,Home," 160,325.00 ",5,14/02/2021,08/08/2025,,
280,2591,Car," 345,989.00 ",8.53,19/01/2021,05/03/2029,,
373,2591,Home," 24,562.00 ",10.58,19/11/2021,14/06/2025,,
1889,2592,Car," 430,235.00 ",5.65,21/12/2020,08/08/2027,,
1069,2592,Car," 65,528.00 ",9.96,07/03/2021,21/04/2027,,
454,2597,Education," 262,828.00 ",9.42,11/11/2023,08/08/2028,,
1810,2600,Personal," 233,296.00 ",5.51,22/09/2021,31/01/2026,,
1652,2601,Car," 42,912.00 ",4.56,10/02/2024,02/11/2025,,
145,2605,Car," 116,773.00 ",6.13,24/05/2021,09/06/2026,,
834,2613,Car," 230,347.00 ",3.29,04/08/2023,27/05/2029,,
1445,2614,Personal," 407,630.00 ",6.21,29/11/2021,02/06/2026,,
150,2614,Home," 119,474.00 ",8.78,02/02/2021,04/09/2025,,
60,2618,Car," 399,296.00 ",4.28,16/10/2021,24/12/2029,,
1236,2620,Home," 338,449.00 ",3.57,16/03/2021,31/10/2028,,
1268,2620,Home," 250,229.00 ",12.45,25/12/2022,09/05/2030,,
1225,2620,Education," 134,917.00 ",5.64,02/01/2022,27/05/2025,,
359,2623,Personal," 474,050.00 ",11.54,13/09/2020,24/07/2025,,
628,2626,Personal," 258,294.00 ",6.28,12/01/2022,15/06/2026,,
2159,2627,Education," 429,361.00 ",8.24,03/10/2023,07/03/2027,,
1477,2627,Personal," 346,698.00 ",7.58,19/07/2023,12/07/2025,,
632,2632,Car," 294,874.00 ",11.37,06/04/2022,21/07/2025,,
2268,2635,Home," 497,752.00 ",11.69,20/06/2023,03/06/2028,,
169,2636,Car," 350,856.00 ",3.26,30/09/2023,14/07/2026,,
395,2636,Personal," 98,212.00 ",11.13,29/04/2023,21/12/2029,,
1487,2638,Personal," 102,969.00 ",8.61,28/07/2020,11/06/2026,,
320,2641,Car," 240,210.00 ",9.13,27/04/2021,28/12/2029,,
853,2642,Car," 423,672.00 ",11.42,14/12/2020,18/09/2025,,
341,2643,Home," 423,261.00 ",11.74,13/06/2022,05/03/2029,,
1500,2643,Personal," 146,169.00 ",5.39,22/10/2021,06/07/2025,,
355,2649,Home," 265,582.00 ",2.5,09/06/2021,23/07/2029,,
727,2651,Personal," 321,386.00 ",8.07,08/02/2023,14/05/2025,,
2417,2654,Home," 307,940.00 ",9.97,02/09/2021,04/08/2025,,
779,2654,Education," 160,786.00 ",7.16,08/12/2021,17/08/2026,,
1230,2656,Personal," 170,990.00 ",11.47,08/05/2023,17/03/2029,,
739,2656,Car," 116,750.00 ",9.33,22/08/2023,14/05/2029,,
268,2658,Personal," 397,811.00 ",2.82,02/11/2022,11/05/2027,,
392,2664,Personal," 3,227.00 ",5.24,25/11/2022,07/01/2026,,
646,2666,Home," 113,610.00 ",3.05,13/04/2021,01/11/2025,,
996,2669,Education," 164,468.00 ",11.37,21/11/2022,29/12/2027,,
2041,2670,Home," 33,661.00 ",10,23/10/2023,27/04/2027,,
69,2672,Education," 121,287.00 ",5.39,09/02/2021,29/03/2029,,
2070,2673,Personal," 291,884.00 ",8.92,02/04/2023,30/05/2026,,
440,2675,Car," 405,161.00 ",6.96,03/04/2023,04/05/2028,,
2281,2675,Car," 31,203.00 ",11.93,07/07/2020,22/08/2025,,
1651,2677,Education," 182,593.00 ",4.82,15/10/2022,05/07/2026,,
1134,2677,Education," 159,066.00 ",7.14,05/08/2021,24/02/2029,,
1246,2679,Car," 437,630.00 ",3.55,28/09/2022,21/02/2026,,
1258,2680,Home," 120,300.00 ",7.99,16/05/2021,23/12/2025,,
770,2680,Car," 48,044.00 ",7.26,09/08/2020,30/08/2025,,
1291,2681,Home," 199,929.00 ",7.06,11/04/2023,24/01/2026,,
815,2685,Education," 324,065.00 ",7.8,02/11/2020,04/07/2027,,
1919,2685,Home," 110,602.00 ",9.54,13/02/2023,29/10/2026,,
224,2687,Education," 154,826.00 ",4.4,26/03/2024,15/02/2028,,
1142,2688,Home," 432,776.00 ",6.55,20/07/2022,05/02/2027,,
58,2689,Personal," 341,974.00 ",9.65,12/03/2022,23/04/2028,,
2137,2692,Personal," 314,239.00 ",10.72,14/12/2021,27/06/2027,,
347,2699,Car," 365,343.00 ",11.29,05/11/2021,18/07/2026,,
695,2702,Personal," 161,141.00 ",11.18,06/05/2023,30/12/2027,,
1053,2705,Home," 209,264.00 ",11.25,14/07/2023,10/04/2030,,
149,2707,Home," 407,495.00 ",10.34,29/01/2024,18/05/2026,,
2011,2710,Car," 293,759.00 ",4.03,08/03/2024,01/08/2027,,
582,2715,Personal," 100,060.00 ",4.55,19/03/2024,03/02/2030,,
675,2717,Education," 16,376.00 ",12.05,31/01/2021,22/01/2029,,
1000,2718,Car," 71,987.00 ",9.55,02/07/2022,01/09/2027,,
655,2719,Education," 271,935.00 ",9.05,03/09/2020,13/05/2028,,
575,2720,Home," 37,200.00 ",3.05,27/12/2023,27/01/2030,,
1635,2721,Personal," 221,414.00 ",9.69,22/08/2021,16/06/2025,,
153,2721,Home," 107,295.00 ",5.75,08/12/2023,10/06/2026,,
1934,2728,Education," 210,576.00 ",5.58,13/02/2022,08/07/2025,,
828,2729,Home," 128,424.00 ",8.04,19/02/2024,16/12/2025,,
1382,2732,Home," 179,671.00 ",11.54,11/01/2022,05/02/2026,,
311,2734,Car," 65,616.00 ",11.49,12/03/2022,26/01/2030,,
1010,2736,Car," 488,391.00 ",11.21,03/10/2023,10/06/2025,,
1720,2736,Car," 483,931.00 ",2.81,13/06/2023,29/09/2028,,
1594,2737,Car," 344,002.00 ",3.47,28/07/2021,01/08/2027,,
2027,2739,Personal," 338,841.00 ",11.16,03/01/2023,27/01/2030,,
1592,2741,Home," 42,118.00 ",4.72,28/02/2022,04/07/2029,,
697,2745,Personal," 494,970.00 ",8.64,19/02/2023,24/03/2028,,
759,2746,Home," 334,617.00 ",12.37,06/09/2021,22/12/2025,,
1491,2749,Car," 311,804.00 ",6.04,13/12/2020,12/04/2029,,
662,2754,Education," 50,943.00 ",7.74,30/07/2022,20/11/2026,,
450,2755,Education," 29,859.00 ",12.28,01/07/2021,20/03/2027,,
351,2758,Education," 250,875.00 ",6.2,13/09/2023,25/03/2026,,
1444,2759,Education," 298,128.00 ",5.01,03/12/2023,27/01/2030,,
1012,2760,Education," 431,581.00 ",8.59,03/04/2024,18/01/2030,,
2365,2766,Education," 278,946.00 ",6.82,17/08/2022,20/04/2027,,
1816,2767,Personal," 338,374.00 ",10.41,16/08/2023,05/10/2027,,
379,2771,Car," 16,982.00 ",10.97,26/10/2022,27/11/2026,,
2273,2771,Home," 15,967.00 ",7.83,09/06/2021,14/07/2028,,
294,2773,Education," 421,054.00 ",9.36,09/09/2020,13/05/2029,,
716,2774,Personal," 312,598.00 ",10.48,08/09/2022,21/04/2028,,
93,2776,Car," 92,005.00 ",8.69,29/05/2022,22/06/2027,,
1076,2778,Personal," 377,881.00 ",11.68,25/06/2023,10/10/2025,,
634,2778,Personal," 121,064.00 ",11.9,03/03/2022,13/09/2026,,
1131,2779,Education," 242,432.00 ",4.39,27/11/2021,13/06/2028,,
1636,2780,Education," 122,832.00 ",3.88,13/08/2020,04/12/2027,,
85,2781,Home," 289,011.00 ",7.31,12/03/2023,02/10/2028,,
823,2783,Personal," 347,667.00 ",9.25,25/04/2024,03/03/2029,,
2445,2784,Personal," 368,785.00 ",9.7,31/07/2022,30/07/2027,,
448,2785,Home," 352,335.00 ",4.05,23/12/2023,01/08/2025,,
543,2791,Personal," 433,872.00 ",6.19,22/02/2023,12/06/2026,,
1533,2794,Education," 295,952.00 ",10.35,24/03/2024,11/10/2028,,
549,2794,Education," 101,439.00 ",4.95,27/07/2021,01/09/2029,,
2059,2797,Personal," 117,955.00 ",8.88,13/03/2021,14/10/2029,,
1596,2799,Home," 265,808.00 ",6.59,10/08/2021,26/12/2025,,
1035,2800,Home," 41,142.00 ",9.89,15/12/2020,09/09/2029,,
1363,2801,Personal," 319,198.00 ",12.26,08/08/2020,13/10/2029,,
458,2802,Home," 111,527.00 ",4.01,01/06/2021,25/02/2030,,
1438,2804,Home," 378,497.00 ",7.73,24/06/2022,10/01/2029,,
2163,2814,Education," 233,814.00 ",7.08,01/03/2021,15/08/2029,,
2498,2814,Car," 68,742.00 ",5.61,01/09/2020,29/07/2026,,
1542,2815,Home," 394,517.00 ",2.6,10/05/2021,10/07/2026,,
1084,2818,Personal," 302,943.00 ",2.53,20/02/2022,20/05/2027,,
147,2825,Home," 347,174.00 ",5.71,24/07/2021,03/10/2028,,
752,2826,Home," 444,003.00 ",11.17,14/10/2023,03/03/2027,,
383,2826,Home," 69,835.00 ",4.63,04/03/2023,27/01/2028,,
2048,2827,Personal," 323,947.00 ",2.75,16/10/2020,15/04/2029,,
277,2827,Car," 70,566.00 ",7.57,16/08/2022,01/04/2027,,
1392,2831,Home," 169,467.00 ",3.24,27/02/2021,04/12/2029,,
821,2833,Car," 482,955.00 ",3.62,17/10/2021,06/06/2025,,
1177,2833,Car," 175,519.00 ",10.8,26/04/2022,06/05/2029,,
659,2836,Car," 16,922.00 ",8.46,04/03/2021,10/01/2029,,
949,2837,Home," 440,875.00 ",7.19,24/09/2022,17/04/2027,,
2154,2837,Personal," 397,920.00 ",6.71,27/09/2021,27/10/2029,,
463,2838,Car," 415,233.00 ",3.55,13/11/2022,25/05/2025,,
552,2839,Car," 263,438.00 ",4.31,21/03/2024,18/12/2026,,
1308,2840,Personal," 207,906.00 ",12.19,20/10/2022,03/01/2028,,
71,2842,Home," 300,903.00 ",11.47,26/05/2020,27/06/2028,,
225,2845,Personal," 155,057.00 ",9.84,04/03/2024,20/12/2027,,
1155,2847,Personal," 148,635.00 ",11.02,04/05/2022,15/12/2027,,
1014,2848,Home," 272,424.00 ",10.01,26/05/2023,02/12/2027,,
1904,2852,Home," 325,405.00 ",4.95,12/04/2021,01/04/2026,,
484,2852,Car," 143,853.00 ",5.23,16/05/2022,20/10/2025,,
1630,2856,Car," 290,346.00 ",8.31,22/06/2021,17/04/2026,,
2108,2865,Car," 173,512.00 ",8.17,01/01/2022,22/03/2030,,
203,2868,Car," 350,885.00 ",8.36,19/03/2021,28/06/2026,,
1004,2875,Home," 258,142.00 ",3.47,25/11/2021,17/04/2029,,
583,2880,Personal," 281,083.00 ",5.71,19/06/2021,23/04/2028,,
2122,2881,Education," 131,403.00 ",3.48,14/05/2022,03/04/2026,,
315,2882,Personal," 398,147.00 ",12.07,18/03/2022,30/06/2028,,
2394,2885,Education," 326,316.00 ",8.08,02/03/2022,24/02/2028,,
1205,2888,Home," 447,118.00 ",5.03,05/07/2022,15/02/2030,,
1104,2890,Education," 338,986.00 ",11.46,29/12/2020,17/03/2028,,
2030,2890,Personal," 57,164.00 ",11.65,19/08/2022,30/06/2027,,
2328,2892,Home," 106,043.00 ",4.58,04/01/2024,09/01/2029,,
107,2893,Education," 13,382.00 ",6.81,12/10/2021,16/08/2029,,
297,2894,Home," 153,205.00 ",12.13,08/03/2023,14/06/2027,,
837,2894,Car," 53,537.00 ",2.61,30/03/2021,03/05/2030,,
2434,2895,Personal," 383,501.00 ",2.63,18/05/2022,09/07/2028,,
1453,2895,Car," 17,786.00 ",5.54,25/03/2022,04/08/2027,,
2487,2896,Education," 269,435.00 ",8.34,21/12/2020,06/03/2029,,
536,2898,Car," 387,190.00 ",4.94,23/04/2023,07/07/2028,,
1880,2901,Education," 171,171.00 ",4.11,09/02/2022,10/06/2026,,
302,2904,Car," 34,580.00 ",9.02,07/08/2020,12/11/2025,,
563,2907,Education," 33,179.00 ",3.43,15/08/2022,27/09/2028,,
141,2908,Car," 37,501.00 ",9.77,15/07/2020,02/03/2029,,
195,2911,Education," 88,374.00 ",4.03,27/04/2023,24/02/2030,,
927,2911,Education," 38,490.00 ",8.57,05/01/2021,19/01/2029,,
1746,2912,Personal," 434,454.00 ",3.78,13/11/2021,29/11/2028,,
1771,2912,Home," 1,438.00 ",2.54,11/05/2020,17/07/2026,,
974,2913,Home," 123,549.00 ",7.99,30/07/2022,25/03/2027,,
2020,2913,Education," 90,773.00 ",3.19,31/01/2024,01/10/2028,,
1194,2915,Education," 441,819.00 ",9.04,01/01/2022,02/04/2030,,
2002,2915,Personal," 88,977.00 ",9.52,09/12/2020,30/01/2029,,
1814,2915,Home," 46,544.00 ",4.93,15/12/2022,20/01/2027,,
816,2917,Personal," 315,683.00 ",7.39,02/10/2023,10/11/2028,,
506,2919,Education," 21,112.00 ",10.81,19/11/2022,29/04/2029,,
2010,2920,Education," 214,062.00 ",11.98,02/04/2021,02/12/2028,,
1978,2925,Personal," 359,043.00 ",5.78,18/05/2023,27/01/2027,,
730,2926,Car," 131,862.00 ",8.82,20/09/2020,24/02/2030,,
1752,2927,Personal," 173,236.00 ",10.79,17/03/2024,28/01/2030,,
1845,2929,Car," 357,012.00 ",11.01,14/07/2021,29/07/2026,,
1219,2930,Personal," 267,069.00 ",9.36,28/01/2021,21/03/2029,,
1106,2932,Personal," 457,065.00 ",2.69,26/11/2021,16/06/2025,,
1466,2932,Education," 367,123.00 ",9.11,09/01/2024,28/06/2027,,
1428,2934,Home," 322,835.00 ",9.78,08/12/2021,18/04/2029,,
1944,2934,Car," 212,712.00 ",10.5,23/03/2021,25/05/2025,,
2483,2938,Education," 215,140.00 ",7.02,10/10/2023,06/01/2027,,
567,2938,Home," 6,900.00 ",4.7,28/03/2022,14/08/2025,,
50,2940,Car," 157,996.00 ",7.62,23/06/2020,23/11/2026,,
2007,2943,Home," 352,159.00 ",9.58,19/10/2023,12/09/2025,,
2213,2943,Personal," 207,978.00 ",6.22,31/08/2020,25/11/2025,,
785,2947,Personal," 249,958.00 ",3.92,03/03/2021,21/12/2029,,
1336,2950,Home," 311,598.00 ",5.71,26/04/2023,21/09/2027,,
711,2954,Home," 199,244.00 ",11.83,09/02/2021,11/07/2026,,
284,2956,Car," 435,258.00 ",5.71,18/09/2022,04/12/2029,,
420,2957,Personal," 465,523.00 ",6.4,28/05/2022,24/12/2025,,
1644,2957,Education," 374,737.00 ",3.06,24/11/2022,25/09/2028,,
421,2959,Education," 75,862.00 ",9.77,08/02/2023,28/02/2030,,
2368,2964,Home," 77,745.00 ",7.06,02/01/2022,04/08/2026,,
262,2971,Home," 475,566.00 ",2.6,20/03/2021,10/04/2028,,
1567,2975,Home," 199,992.00 ",9.58,05/06/2022,23/09/2029,,
304,2983,Home," 372,736.00 ",5.48,17/02/2021,30/11/2027,,
1806,2985,Car," 20,825.00 ",9.28,19/03/2023,20/06/2028,,
2118,2989,Home," 272,861.00 ",10.9,17/04/2021,10/11/2027,,
701,2998,Home," 174,122.00 ",7.6,11/11/2020,10/01/2027,,
1389,2999,Education," 455,813.00 ",9.49,30/11/2021,17/11/2027,,
1008,2999,Car," 415,356.00 ",10.33,22/06/2021,24/02/2027,,
2056,3002,Car," 316,863.00 ",3.64,28/02/2022,17/05/2025,,
283,3005,Car," 65,527.00 ",5.14,28/01/2024,14/05/2029,,
1365,3006,Car," 180,294.00 ",12.14,28/11/2023,03/08/2029,,
177,3008,Car," 125,437.00 ",7.75,07/01/2021,23/01/2029,,
856,3009,Car," 231,825.00 ",5.76,26/01/2022,02/04/2028,,
271,3011,Personal," 401,661.00 ",11.16,18/06/2020,07/11/2029,,
1105,3013,Personal," 97,541.00 ",7.72,11/10/2021,17/10/2028,,
